gene_id	external_gene_name	description
Potri.016G086900	protamine_P1_family_protein	protamine_P1_family_protein
Potri.016G087000	NA	NA
Potri.016G087100	Major_facilitator_superfamily_protein	Major_facilitator_superfamily_protein
Potri.016G087200	PLAC8_family_protein	PLAC8_family_protein
Potri.016G087300	Subtilase_family_protein	Subtilase_family_protein
Potri.016G087400	S1FA-like_DNA-binding_protein	S1FA-like_DNA-binding_protein
Potri.016G087500	NA	NA
Potri.016G087600	Peptidase_C15,_pyroglutamyl_peptidase_I-like	Peptidase_C15,_pyroglutamyl_peptidase_I-like
Potri.016G087700	NA	NA
Potri.016G087800	Concanavalin_A-like_lectin_protein_kinase_family_protein	Concanavalin_A-like_lectin_protein_kinase_family_protein
Potri.016G087900	adenylosuccinate_synthase	adenylosuccinate_synthase
Potri.016G088000	Seven_transmembrane_MLO_family_protein	Seven_transmembrane_MLO_family_protein
Potri.016G088100	ubiquitin_4	ubiquitin_4
Potri.016G088200	syntaxin_of_plants_71	syntaxin_of_plants_71
Potri.016G088300	NAC_domain_containing_protein_25	NAC_domain_containing_protein_25
Potri.016G088400	NA	NA
Potri.016G088500	C2H2-like_zinc_finger_protein	C2H2-like_zinc_finger_protein
Potri.016G088600	homolog_of_mamallian_P58IPK	homolog_of_mamallian_P58IPK
Potri.016G088700	FASCICLIN-like_arabinogalactan-protein_11	FASCICLIN-like_arabinogalactan-protein_11
Potri.016G088800	Transducin/WD40_repeat-like_superfamily_protein	Transducin/WD40_repeat-like_superfamily_protein
Potri.016G088900	NA	NA
Potri.016G089000	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.016G089100	NA	NA
Potri.016G089200	CRINKLY4_related_1	CRINKLY4_related_1
Potri.016G089300	citrate_synthase_2	citrate_synthase_2
Potri.016G089400	NA	NA
Potri.016G089500	plasma_membrane_intrinsic_protein_2	plasma_membrane_intrinsic_protein_2
Potri.016G089600	Aminotransferase-like,_plant_mobile_domain_family_protein	Aminotransferase-like,_plant_mobile_domain_family_protein
Potri.016G089700	Photosystem_I,_PsaA/PsaB_protein	Photosystem_I,_PsaA/PsaB_protein
Potri.016G089800	NA	NA
Potri.016G089900	Protein_of_unknown_function,_DUF584	Protein_of_unknown_function,_DUF584
Potri.016G090000	NA	NA
Potri.016G090100	Uncharacterised_protein_family_(UPF0497)	Uncharacterised_protein_family_(UPF0497)
Potri.016G090200	NA	NA
Potri.016G090300	auxin_response_factor_16	auxin_response_factor_16
Potri.016G090400	Phototropic-responsive_NPH3_family_protein	Phototropic-responsive_NPH3_family_protein
Potri.016G090500	lysine_decarboxylase_family_protein	lysine_decarboxylase_family_protein
Potri.016G090600	Disease_resistance_protein_(TIR-NBS-LRR_class)_family	Disease_resistance_protein_(TIR-NBS-LRR_class)_family
Potri.016G090700	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein
Potri.016G090800	NRAMP_metal_ion_transporter_family_protein	NRAMP_metal_ion_transporter_family_protein
Potri.016G090900	NA	NA
Potri.016G091000	NA	NA
Potri.016G091100	PHE_ammonia_lyase_1	PHE_ammonia_lyase_1
Potri.016G091200	isocitrate_dehydrogenase_V	isocitrate_dehydrogenase_V
Potri.016G091300	NA	NA
Potri.016G091400	NA	NA
Potri.016G091500	SAUR-like_auxin-responsive_protein_family_	SAUR-like_auxin-responsive_protein_family_
Potri.016G091600	ATPase,_AAA-type,_CDC48_protein	ATPase,_AAA-type,_CDC48_protein
Potri.016G091700	TSL-kinase_interacting_protein_1	TSL-kinase_interacting_protein_1
Potri.016G091800	phosphoglycerate_kinase_1	phosphoglycerate_kinase_1
Potri.016G091900	NA	NA
Potri.016G092000	TBP-associated_factor_8	TBP-associated_factor_8
Potri.016G092100	NA	NA
Potri.016G092200	NHL_domain-containing_protein	NHL_domain-containing_protein
Potri.016G092300	thylakoid_lumen_15.0_kDa_protein	thylakoid_lumen_15.0_kDa_protein
Potri.016G092400	SAUR-like_auxin-responsive_protein_family_	SAUR-like_auxin-responsive_protein_family_
Potri.016G092500	NA	NA
Potri.016G092600	HOPZ-ACTIVATED_RESISTANCE_1	HOPZ-ACTIVATED_RESISTANCE_1
Potri.016G092700	Leucine-rich_repeat_transmembrane_protein_kinase	Leucine-rich_repeat_transmembrane_protein_kinase
Potri.016G092800	Protein_kinase_family_protein_with_leucine-rich_repeat_domain	Protein_kinase_family_protein_with_leucine-rich_repeat_domain
Potri.016G092800	inflorescence_meristem_receptor-like_kinase_2	inflorescence_meristem_receptor-like_kinase_2
Potri.016G092900	NA	NA
Potri.016G093000	acylphosphatase_family	acylphosphatase_family
Potri.016G093100	Heavy_metal_transport/detoxification_superfamily_protein_	Heavy_metal_transport/detoxification_superfamily_protein_
Potri.016G093200	Transcription_factor_DP	Transcription_factor_DP
Potri.016G093300	NA	NA
Potri.016G093400	zinc_knuckle_(CCHC-type)_family_protein	zinc_knuckle_(CCHC-type)_family_protein
Potri.016G093500	zinc_finger_(C2H2_type)_family_protein	zinc_finger_(C2H2_type)_family_protein
Potri.016G093600	ATP_binding_cassette_subfamily_B1	ATP_binding_cassette_subfamily_B1
Potri.016G093700	AMP-dependent_synthetase_and_ligase_family_protein	AMP-dependent_synthetase_and_ligase_family_protein
Potri.016G093800	NA	NA
Potri.016G093900	sigma_factor_binding_protein_1	sigma_factor_binding_protein_1
Potri.016G094000	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein
Potri.016G094100	CemA-like_proton_extrusion_protein-related	CemA-like_proton_extrusion_protein-related
Potri.016G094200	photosynthetic_electron_transfer_A	photosynthetic_electron_transfer_A
Potri.016G094300	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.016G094400	F-box_protein-related	F-box_protein-related
Potri.016G094500	NA	NA
Potri.016G094600	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.016G094700	Cysteine_proteinases_superfamily_protein	Cysteine_proteinases_superfamily_protein
Potri.016G094800	TEOSINTE_BRANCHED,_cycloidea_and_PCF_(TCP)_14	TEOSINTE_BRANCHED,_cycloidea_and_PCF_(TCP)_14
Potri.016G094900	NA	NA
Potri.016G095000	NA	NA
Potri.016G095100	ARF-GAP_domain_6	ARF-GAP_domain_6
Potri.016G095200	NA	NA
Potri.016G095300	NA	NA
Potri.016G095400	hAT_dimerisation_domain-containing_protein	hAT_dimerisation_domain-containing_protein
Potri.016G095500	Protein_of_unknown_function_(DUF3741)	Protein_of_unknown_function_(DUF3741)
Potri.016G095600	NA	NA
Potri.016G095700	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.016G095800	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.016G095900	KDO_transferase_A	KDO_transferase_A
Potri.016G096000	Pyruvate_kinase_family_protein	Pyruvate_kinase_family_protein
Potri.016G096100	NA	NA
Potri.016G096200	NA	NA
Potri.016G096300	sequence-specific_DNA_binding_transcription_factors	sequence-specific_DNA_binding_transcription_factors
Potri.016G096400	Pentatricopeptide_repeat_(PPR)_superfamily_protein	Pentatricopeptide_repeat_(PPR)_superfamily_protein
Potri.016G096500	ubiquitin-protein_ligase_7	ubiquitin-protein_ligase_7
Potri.016G096600	FKBP-like_peptidyl-prolyl_cis-trans_isomerase_family_protein	FKBP-like_peptidyl-prolyl_cis-trans_isomerase_family_protein
Potri.016G096700	Eukaryotic_aspartyl_protease_family_protein	Eukaryotic_aspartyl_protease_family_protein
Potri.016G096800	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.016G096900	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G097000	Modifier_of_rudimentary_(Mod(r))_protein	Modifier_of_rudimentary_(Mod(r))_protein
Potri.016G097100	PLATZ_transcription_factor_family_protein	PLATZ_transcription_factor_family_protein
Potri.016G097200	phosphatidylinositol-4-phosphate_5-kinase_1	phosphatidylinositol-4-phosphate_5-kinase_1
Potri.016G097300	Acyl-CoA_N-acyltransferase_with_RING/FYVE/PHD-type_zinc_finger_domain	Acyl-CoA_N-acyltransferase_with_RING/FYVE/PHD-type_zinc_finger_domain
Potri.016G097400	UDP-glucosyl_transferase_73D1	UDP-glucosyl_transferase_73D1
Potri.016G097500	expansin_A4	expansin_A4
Potri.016G097600	hydroxyproline-rich_glycoprotein_family_protein	hydroxyproline-rich_glycoprotein_family_protein
Potri.016G097700	hAT_dimerisation_domain-containing_protein_/_transposase-related	hAT_dimerisation_domain-containing_protein_/_transposase-related
Potri.016G097800	RAB_GTPase_homolog_C2A	RAB_GTPase_homolog_C2A
Potri.016G097900	Ankyrin_repeat_family_protein	Ankyrin_repeat_family_protein
Potri.016G098000	NA	NA
Potri.016G098100	C2H2-type_zinc_finger_family_protein	C2H2-type_zinc_finger_family_protein
Potri.016G098200	gamma_tonoplast_intrinsic_protein	gamma_tonoplast_intrinsic_protein
Potri.016G098300	NA	NA
Potri.016G098400	Protein_phosphatase_2A_regulatory_B_subunit_family_protein	Protein_phosphatase_2A_regulatory_B_subunit_family_protein
Potri.016G098500	SOUL_heme-binding_family_protein	SOUL_heme-binding_family_protein
Potri.016G098600	xyloglucan_endotransglucosylase/hydrolase_32	xyloglucan_endotransglucosylase/hydrolase_32
Potri.016G098700	Barwin-like_endoglucanases_superfamily_protein	Barwin-like_endoglucanases_superfamily_protein
Potri.016G098800	S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein	S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein
Potri.016G098900	NA	NA
Potri.016G099000	5\'-AMP-activated_protein_kinase-related	5\'-AMP-activated_protein_kinase-related
Potri.016G099100	5\'-AMP-activated_protein_kinase-related	5\'-AMP-activated_protein_kinase-related
Potri.016G099200	myb_domain_protein_36	myb_domain_protein_36
Potri.016G099300	NA	NA
Potri.016G099400	plastid_transcriptionally_active_4	plastid_transcriptionally_active_4
Potri.016G099500	NA	NA
Potri.016G099600	NA	NA
Potri.016G099700	NA	NA
Potri.016G099800	FTSH_protease_10	FTSH_protease_10
Potri.016G099900	WRKY_DNA-binding_protein_49	WRKY_DNA-binding_protein_49
Potri.016G100000	NA	NA
Potri.016G100100	NA	NA
Potri.016G100200	DHHC-type_zinc_finger_family_protein	DHHC-type_zinc_finger_family_protein
Potri.016G100300	Transmembrane_amino_acid_transporter_family_protein	Transmembrane_amino_acid_transporter_family_protein
Potri.016G100400	Ribosomal_protein_S7e_family_protein	Ribosomal_protein_S7e_family_protein
Potri.016G100500	Fes1A	Fes1A
Potri.016G100600	NA	NA
Potri.016G100700	NA	NA
Potri.016G100800	NA	NA
Potri.016G100900	receptor_lectin_kinase	receptor_lectin_kinase
Potri.016G101000	Concanavalin_A-like_lectin_protein_kinase_family_protein	Concanavalin_A-like_lectin_protein_kinase_family_protein
Potri.016G101100	rubisco_activase	rubisco_activase
Potri.016G101200	Protein_of_unknown_function_(DUF604)	Protein_of_unknown_function_(DUF604)
Potri.016G101300	C2H2_and_C2HC_zinc_fingers_superfamily_protein	C2H2_and_C2HC_zinc_fingers_superfamily_protein
Potri.016G101400	zinc-finger_protein_10	zinc-finger_protein_10
Potri.016G101500	O-methyltransferase_family_protein	O-methyltransferase_family_protein
Potri.016G101600	O-methyltransferase_1	O-methyltransferase_1
Potri.016G101700	Regulator_of_chromosome_condensation_(RCC1)_family_protein	Regulator_of_chromosome_condensation_(RCC1)_family_protein
Potri.016G101800	transcription_factor-related	transcription_factor-related
Potri.016G101900	NA	NA
Potri.016G102000	aldehyde_dehydrogenase_5F1	aldehyde_dehydrogenase_5F1
Potri.016G102100	NAD(P)-linked_oxidoreductase_superfamily_protein	NAD(P)-linked_oxidoreductase_superfamily_protein
Potri.016G102200	Mitochondrial_glycoprotein_family_protein	Mitochondrial_glycoprotein_family_protein
Potri.016G102300	NAD(P)-linked_oxidoreductase_superfamily_protein	NAD(P)-linked_oxidoreductase_superfamily_protein
Potri.016G102400	prenylated_RAB_acceptor_1.A2	prenylated_RAB_acceptor_1.A2
Potri.016G102500	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.016G102600	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.016G102700	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.016G102800	NA	NA
Potri.016G102900	S-locus_lectin_protein_kinase_family_protein	S-locus_lectin_protein_kinase_family_protein
Potri.016G103000	NA	NA
Potri.016G103100	Protein_of_unknown_function_(DUF3411)	Protein_of_unknown_function_(DUF3411)
Potri.016G103200	Major_facilitator_superfamily_protein	Major_facilitator_superfamily_protein
Potri.016G103300	Mitochondrial_substrate_carrier_family_protein	Mitochondrial_substrate_carrier_family_protein
Potri.016G103400	glyoxal_oxidase-related_protein	glyoxal_oxidase-related_protein
Potri.016G103500	Major_facilitator_superfamily_protein	Major_facilitator_superfamily_protein
Potri.016G103600	copper_ion_transmembrane_transporters	copper_ion_transmembrane_transporters
Potri.016G103700	NA	NA
Potri.016G103800	proteasome_inhibitor-related	proteasome_inhibitor-related
Potri.016G103900	NA	NA
Potri.016G104000	MuDR_family_transposase	MuDR_family_transposase
Potri.016G104100	Aminotransferase-like,_plant_mobile_domain_family_protein	Aminotransferase-like,_plant_mobile_domain_family_protein
Potri.016G104200	NA	NA
Potri.016G104300	Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein	Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein
Potri.016G104400	RHO_guanyl-nucleotide_exchange_factor_7	RHO_guanyl-nucleotide_exchange_factor_7
Potri.016G104500	glutathione_S-transferase_TAU_8	glutathione_S-transferase_TAU_8
Potri.016G104600	Adenine_nucleotide_alpha_hydrolases-like_superfamily_protein	Adenine_nucleotide_alpha_hydrolases-like_superfamily_protein
Potri.016G104700	Adaptor_protein_complex_AP-1,_gamma_subunit	Adaptor_protein_complex_AP-1,_gamma_subunit
Potri.016G104800	NA	NA
Potri.016G104900	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.016G105000	NA	NA
Potri.016G105100	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_family_protein	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_family_protein
Potri.016G105200	NA	NA
Potri.016G105300	UDP-glucosyl_transferase_85A3	UDP-glucosyl_transferase_85A3
Potri.016G105300	UDP-glucosyl_transferase_85A5	UDP-glucosyl_transferase_85A5
Potri.016G105400	UDP-glucosyl_transferase_85A3	UDP-glucosyl_transferase_85A3
Potri.016G105500	Protein_of_unknown_function_(DUF3527)	Protein_of_unknown_function_(DUF3527)
Potri.016G105600	Nuclear_transport_factor_2_(NTF2)_family_protein	Nuclear_transport_factor_2_(NTF2)_family_protein
Potri.016G105700	Arabidopsis_Inositol_phosphorylceramide_synthase_1	Arabidopsis_Inositol_phosphorylceramide_synthase_1
Potri.016G105800	Protein_kinase_protein_with_tetratricopeptide_repeat_domain	Protein_kinase_protein_with_tetratricopeptide_repeat_domain
Potri.016G105900	RING/FYVE/PHD_zinc_finger_superfamily_protein	RING/FYVE/PHD_zinc_finger_superfamily_protein
Potri.016G106000	laccase_7	laccase_7
Potri.016G106100	laccase_7	laccase_7
Potri.016G106200	NA	NA
Potri.016G106300	laccase_7	laccase_7
Potri.016G106400	NA	NA
Potri.016G106500	cell_division_control_2	cell_division_control_2
Potri.016G106600	F-box/RNI-like_superfamily_protein	F-box/RNI-like_superfamily_protein
Potri.016G106700	NA	NA
Potri.016G106800	PAR1_protein	PAR1_protein
Potri.016G106900	high_cyclic_electron_flow_1	high_cyclic_electron_flow_1
Potri.016G107000	high_cyclic_electron_flow_1	high_cyclic_electron_flow_1
Potri.016G107100	NA	NA
Potri.016G107200	Concanavalin_A-like_lectin_family_protein	Concanavalin_A-like_lectin_family_protein
Potri.016G107300	tubulin_beta_8	tubulin_beta_8
Potri.016G107400	UDP-Glycosyltransferase_superfamily_protein	UDP-Glycosyltransferase_superfamily_protein
Potri.016G107500	laccase_7	laccase_7
Potri.016G107600	NA	NA
Potri.016G107700	AICARFT/IMPCHase_bienzyme_family_protein	AICARFT/IMPCHase_bienzyme_family_protein
Potri.016G107800	NA	NA
Potri.016G107900	laccase_7	laccase_7
Potri.016G108000	Calcium-binding_EF-hand_family_protein	Calcium-binding_EF-hand_family_protein
Potri.016G108100	cell_division_control_2	cell_division_control_2
Potri.016G108200	F-box/RNI-like/FBD-like_domains-containing_protein	F-box/RNI-like/FBD-like_domains-containing_protein
Potri.016G108300	NA	NA
Potri.016G108400	NA	NA
Potri.016G108500	cell_division_control_2	cell_division_control_2
Potri.016G108600	F-box/RNI-like/FBD-like_domains-containing_protein	F-box/RNI-like/FBD-like_domains-containing_protein
Potri.016G108700	cell_division_control_2	cell_division_control_2
Potri.016G108800	PAR1_protein	PAR1_protein
Potri.016G108900	high_cyclic_electron_flow_1	high_cyclic_electron_flow_1
Potri.016G109000	high_cyclic_electron_flow_1	high_cyclic_electron_flow_1
Potri.016G109100	NA	NA
Potri.016G109200	Concanavalin_A-like_lectin_family_protein	Concanavalin_A-like_lectin_family_protein
Potri.016G109300	tubulin_beta_8	tubulin_beta_8
Potri.016G109400	SOUL_heme-binding_family_protein	SOUL_heme-binding_family_protein
Potri.016G109500	Yos1-like_protein	Yos1-like_protein
Potri.016G109600	fructokinase-like_1	fructokinase-like_1
Potri.016G109700	O-fucosyltransferase_family_protein	O-fucosyltransferase_family_protein
Potri.016G109800	chaperone_protein_dnaJ-related	chaperone_protein_dnaJ-related
Potri.016G109900	S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein	S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein
Potri.016G110000	Neutral/alkaline_non-lysosomal_ceramidase	Neutral/alkaline_non-lysosomal_ceramidase
Potri.016G110100	plant_uncoupling_mitochondrial_protein_1	plant_uncoupling_mitochondrial_protein_1
Potri.016G110200	Reticulon_family_protein	Reticulon_family_protein
Potri.016G110300	Josephin_family_protein	Josephin_family_protein
Potri.016G110400	Cysteine_proteinases_superfamily_protein	Cysteine_proteinases_superfamily_protein
Potri.016G110500	acetyl_Co-enzyme_a_carboxylase_carboxyltransferase_alpha_subunit	acetyl_Co-enzyme_a_carboxylase_carboxyltransferase_alpha_subunit
Potri.016G110600	3-oxo-5-alpha-steroid_4-dehydrogenase_family_protein	3-oxo-5-alpha-steroid_4-dehydrogenase_family_protein
Potri.016G110700	mRNA_capping_enzyme_family_protein	mRNA_capping_enzyme_family_protein
Potri.016G110800	defective_in_exine_formation_protein_(DEX1)	defective_in_exine_formation_protein_(DEX1)
Potri.016G110900	Protein_of_unknown_function_(DUF962)	Protein_of_unknown_function_(DUF962)
Potri.016G111000	phosphate_transporter_4;2	phosphate_transporter_4;2
Potri.016G111100	NA	NA
Potri.016G111200	TTF-type_zinc_finger_protein_with_HAT_dimerisation_domain	TTF-type_zinc_finger_protein_with_HAT_dimerisation_domain
Potri.016G111300	NA	NA
Potri.016G111400	Protein_of_unknown_function_(DUF740)	Protein_of_unknown_function_(DUF740)
